work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size,employees_residence,companys_location
2023,SE-Senior/Expert,Full time,Data Scientist,104000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,152380,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,121904,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,168400,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,105200,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,128280,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,106900,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Lead Data Scientist,192000,100,L,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,100000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Engineer,107309,100,S,Germany,Germany
2023,SE-Senior/Expert,Full time,Research Engineer,85847,100,S,Germany,Germany
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,275000,0,M,Germany,Germany
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,174000,0,M,Germany,Germany
2023,SE-Senior/Expert,Full time,Data Analyst,170500,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,85000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,72946,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Manager,54365,0,M,United Kingdom,United Kingdom
2023,EX-Executive/Director,Full time,Head of Data Science,160288,0,M,United Kingdom,United Kingdom
2023,EX-Executive/Director,Full time,Head of Data Science,127467,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Engineer,80000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,65000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,124740,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,65488,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Quality Analyst,72200,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Quality Analyst,64980,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,179975,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,86466,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,90000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Insight Analyst,51039,0,M,United Kingdom,United Kingdom
2023,MI-Mid/Intermediate,Full time,Insight Analyst,42533,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Science Manager,175000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Science Manager,120000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,230000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,120000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Infrastructure Engineer,205920,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Infrastructure Engineer,171600,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,265000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Applied Machine Learning Engineer,130000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Scientist,168000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,AI Scientist,38631,50,L,Spain,Spain
2023,SE-Senior/Expert,Full time,Data Engineer,167580,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,87980,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,202000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,135000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,104000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,65000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Engineer,230000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Engineer,148000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,269000,100,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,158000,100,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Analytics Engineer,197000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,106000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Deep Learning Engineer,150000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Deep Learning Engineer,100000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,290000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,210000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,192000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,172800,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,300240,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,200160,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,175000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,140000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,169000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,100000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,370000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,115447,100,L,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Analyst,110000,100,S,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,80000,100,S,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Analyst,55000,0,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Analyst,48000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,85000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,137500,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,81500,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,323300,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,184700,0,M,United States of America,United States of America
2021,MI-Mid/Intermediate,Full time,AI Scientist,30000,0,S,Ghana,Ghana
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,186000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,153088,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Infrastructure Engineer,190000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Infrastructure Engineer,160000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,200000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Infrastructure Engineer,190000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Infrastructure Engineer,183310,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,240000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,180000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,144000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,66000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,148500,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,126277,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,228000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,120000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Software Engineer,180000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Software Engineer,90000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,126500,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,78000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,180000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Software Engineer,272000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Software Engineer,170000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,80000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,60000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,259000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,146000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,139500,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,140000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,120000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,109371,0,M,Croatia,Croatia
2023,MI-Mid/Intermediate,Full time,Data Analyst,72914,0,M,Croatia,Croatia
2023,EN-Entry/Junior,Part time,Data Analyst,17779,100,L,Poland,India
2023,EN-Entry/Junior,Full time,Data Scientist,19522,100,L,Brazil,Brazil
2023,SE-Senior/Expert,Full time,Data Science Lead,247500,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Science Lead,172200,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Infrastructure Engineer,107309,100,M,France,France
2023,SE-Senior/Expert,Full time,Machine Learning Infrastructure Engineer,75116,100,M,France,France
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,288000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,140000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Science Lead,72914,0,M,United Kingdom,United Kingdom
2023,MI-Mid/Intermediate,Full time,Data Science Lead,60761,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Scientist,215050,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,156400,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,198000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,114000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,209300,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,182200,100,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Data Scientist,85000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,48609,100,M,United Kingdom,United Kingdom
2023,EN-Entry/Junior,Full time,Research Engineer,120000,100,M,United Kingdom,United Kingdom
2023,EN-Entry/Junior,Full time,Research Engineer,60000,100,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,147100,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,90700,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,227000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,108000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,160000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,55800,100,M,Spain,Spain
2023,SE-Senior/Expert,Full time,Data Analyst,51508,100,M,Spain,Spain
2023,EN-Entry/Junior,Full time,Data Analyst,60000,100,L,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Analyst,50000,50,L,Kuwait,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,226700,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,133300,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Big Data Architect,151902,100,L,United Kingdom,United Kingdom
2023,EN-Entry/Junior,Full time,Data Scientist,9727,0,L,India,India
2023,SE-Senior/Expert,Full time,Data Analyst,52500,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,250000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,162500,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,165000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,124000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,63000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Scientist,253750,0,M,Spain,Spain
2023,SE-Senior/Expert,Full time,Research Scientist,169200,0,M,Spain,Spain
2023,MI-Mid/Intermediate,Full time,Data Scientist,170000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Scientist,120000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,213580,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,163625,100,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Engineer,12000,0,L,Viet Nam,Viet Nam
2022,SE-Senior/Expert,Full time,Machine Learning Software Engineer,375000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,101943,100,M,Ireland,Ireland
2023,MI-Mid/Intermediate,Full time,Product Data Analyst,16414,100,L,India,India
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,220000,0,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Data Engineer,210000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Science Manager,231250,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Science Manager,138750,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,284310,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,153090,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,125000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,105000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,109371,0,M,United Kingdom,United Kingdom
2023,MI-Mid/Intermediate,Full time,Data Analyst,85066,0,M,United Kingdom,United Kingdom
2023,EN-Entry/Junior,Full time,Data Analyst,100000,50,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Science Lead,225900,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Science Lead,156400,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,385000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,60000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,95000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,135000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,93919,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,51962,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,241871,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,133832,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,90000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,192500,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,36000,100,S,Mexico,Mexico
2023,SE-Senior/Expert,Full time,Research Scientist,370000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,235000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,121523,0,M,United Kingdom,United Kingdom
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,97218,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Scientist,216100,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,140800,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,145828,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Computer Vision Software Engineer,53654,100,L,Netherlands,Canada
2023,EN-Entry/Junior,Full time,Data Scientist,110000,50,S,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,66837,100,M,United Kingdom,United Kingdom
2023,MI-Mid/Intermediate,Full time,Data Engineer,63192,100,M,United Kingdom,United Kingdom
2023,MI-Mid/Intermediate,Full time,Data Analyst,60761,0,M,United Kingdom,United Kingdom
2023,EX-Executive/Director,Full time,Data Engineer,284000,100,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Data Engineer,236000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Scientist,248100,0,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Research Scientist,145900,0,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Research Engineer,155850,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Engineer,102544,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Scientist,151410,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Scientist,115360,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,66531,100,M,Spain,Spain
2023,MI-Mid/Intermediate,Full time,Data Engineer,59020,100,M,Spain,Spain
2023,SE-Senior/Expert,Full time,Director of Data Science,125686,50,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Azure Data Engineer,100000,50,L,Netherlands,Netherlands
2023,EN-Entry/Junior,Full time,Data Scientist,12767,50,L,India,India
2023,SE-Senior/Expert,Full time,Data Scientist,185000,0,M,United Kingdom,United Kingdom
2023,SE-Senior/Expert,Full time,Data Scientist,120250,0,M,United Kingdom,United Kingdom
2023,EN-Entry/Junior,Full time,Data Engineer,26827,100,L,Germany,Germany
2022,EN-Entry/Junior,Full time,Data Scientist,180000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Research Scientist,85000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Research Scientist,70000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,BI Developer,135000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,BI Developer,100000,100,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Data Analytics Manager,155000,0,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Data Analytics Manager,140000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,225000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,ML Engineer,220000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,ML Engineer,150000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analytics Manager,204500,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analytics Manager,138900,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,107000,100,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Research Scientist,23000,100,L,India,India
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,110000,100,L,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,265000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,182750,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,137500,0,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Head of Data Science,314100,0,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Head of Data Science,195800,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Applied Scientist,205000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Applied Scientist,180000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,165000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,144000,100,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,BI Developer,160000,0,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,BI Developer,100000,0,M,United States of America,United States of America
2023,EX-Executive/Director,Full time,Data Engineer,200000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,150000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,199000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,112000,0,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Big Data Engineer,130000,100,S,Sweden,Sweden
2023,EN-Entry/Junior,Full time,Data Engineer,160000,0,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Engineer,135000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,183000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,134000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Applied Scientist,350000,0,L,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Applied Scientist,262500,0,L,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,122000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,94000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,276000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Machine Learning Engineer,184000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,180000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,150000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,209450,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,158677,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,103200,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,61200,0,M,United States of America,United States of America
2022,MI-Mid/Intermediate,Full time,Data Scientist,155000,100,L,United States of America,United States of America
2021,EN-Entry/Junior,Full time,Marketing Data Engineer,66970,50,L,Singapore,Singapore
2023,SE-Senior/Expert,Full time,Data Scientist,63312,50,L,Cyprus,Estonia
2023,SE-Senior/Expert,Full time,Data Scientist,240000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,139000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,174500,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Architect,113000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,87000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,160000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,108000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,107250,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,300000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,119000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,285800,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,154600,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Head of Data Science,60795,50,L,India,India
2023,EN-Entry/Junior,Full time,Data Analyst,30000,100,S,Argentina,United States of America
2023,MI-Mid/Intermediate,Full time,Data Science Manager,220000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Science Manager,195000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Manager,168400,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,200000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,175000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,231250,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Analytics Engineer,138750,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,153000,100,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Data Engineer,94000,100,M,Canada,Canada
2023,SE-Senior/Expert,Full time,Data Engineer,90000,100,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Scientist,124234,0,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Scientist,74540,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,109000,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Analyst,79000,0,M,United States of America,United States of America
2022,SE-Senior/Expert,Full time,Machine Learning Engineer,84053,50,L,France,France
2023,MI-Mid/Intermediate,Full time,Machine Learning Engineer,50000,0,S,Armenia,Armenia
2023,SE-Senior/Expert,Full time,Data Analyst,125600,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,141290,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Analyst,74178,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,85000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,220000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,205600,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Engineer,107500,100,M,United States of America,United States of America
2023,EN-Entry/Junior,Full time,Data Scientist,12888,50,S,India,India
2023,MI-Mid/Intermediate,Full time,Data Analyst,52500,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,84000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,BI Analyst,125000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,BI Analyst,110000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,ML Engineer,200000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,ML Engineer,135000,0,M,United States of America,United States of America
2022,EN-Entry/Junior,Full time,Business Data Analyst,48000,50,L,United States of America,United States of America
2023,EN-Entry/Junior,Full time,AI Developer,120000,50,S,Bosnia and Herzegovina,Bosnia and Herzegovina
2023,SE-Senior/Expert,Full time,Data Engineer,170000,100,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Engineer,150000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Computer Vision Engineer,200000,100,S,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Applied Data Scientist,80000,100,S,Kenya,Kenya
2023,EN-Entry/Junior,Full time,Business Data Analyst,12877,50,L,Greece,Greece
2022,EN-Entry/Junior,Full time,AI Developer,6304,0,S,"Macedonia, Republic of","Macedonia, Republic of"
2023,MI-Mid/Intermediate,Full time,Data Analytics Lead,17509,50,M,India,Singapore
2023,SE-Senior/Expert,Full time,Data Scientist,257000,0,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Data Scientist,77262,0,M,Latvia,Latvia
2023,SE-Senior/Expert,Full time,Data Scientist,38631,0,M,Latvia,Latvia
2023,SE-Senior/Expert,Full time,BI Developer,140000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,BI Developer,110000,100,M,United States of America,United States of America
2023,SE-Senior/Expert,Full time,Research Scientist,151800,0,M,United States of America,United States of America
2023,MI-Mid/Intermediate,Full time,Data Scientist,53654,50,L,Romania,Romania
2023,SE-Senior/Expert,Full time,Data Analyst,51508,0,M,Spain,Spain
2023,SE-Senior/Expert,Full time,Data Analyst,40777,0,M,Spain,Spain
2023,MI-Mid/Intermediate,Full time,Data Engineer,95000,100,M,United States of America,United States of America
